customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-01027,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.28,1026.81,No
C-01028,Male,1,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.33,1207.89,No
C-01029,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.39,419.46,No
C-01030,Male,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.3,,No
C-01031,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,72.55,439.55,No
C-01032,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.34,,Yes
C-01033,Male,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.14,1161.66,No
C-01034,Female,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.09,1522.26,No
C-01035,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,44.95,1260.77,No
C-01036,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.38,544.21,No
C-01037,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,77.35,3398.62,No
C-01038,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.75,1587.83,No
C-01039,Male,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.35,458.38,No
C-01040,Male,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,95.97,2974.78,No
C-01041,Male,1,No,No,19,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.8,1128.12,Yes
C-01042,Female,0,Yes,Yes,50,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,47.64,2377.4,No
C-01043,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.41,2149.0,No
C-01044,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.96,2118.51,No
C-01045,Female,1,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.08,,No
C-01046,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,59.1,1541.47,No
C-01047,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,70.18,2734.81,No
C-01048,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.93,1254.39,Yes
C-01049,Male,0,No,No,68,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,68.66,4676.39,No
C-01050,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.32,254.8,No
C-01051,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.7,1945.2,Yes
C-01052,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,66.32,3575.32,No
C-01053,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,69.84,1248.94,No
C-01054,Male,1,No,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,56.49,1590.02,No
C-01055,Male,1,No,No,60,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),49.38,2953.91,No
C-01056,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.45,2027.97,Yes
C-01057,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),91.08,2094.58,No
C-01058,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.02,1420.88,No
C-01059,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,72.55,661.09,No
C-01060,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),90.66,4800.72,No
C-01061,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.75,2060.57,No
C-01062,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,48.17,2322.03,No
C-01063,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.02,1388.55,Yes
C-01064,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,99.25,5466.29,No
C-01065,Female,0,No,Yes,44,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.67,2668.55,No
C-01066,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.66,2342.4,No
C-01067,Male,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.53,963.61,No
C-01068,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,105.68,5706.78,No
C-01069,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.29,1242.37,No
C-01070,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.63,530.66,No
C-01071,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.61,10.83,No
C-01072,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),76.53,2674.04,Yes
C-01073,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.57,1566.12,No
C-01074,Male,1,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,52.54,314.84,No
C-01075,Male,1,No,No,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),109.25,2733.25,No
C-01076,Male,1,No,Yes,37,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.17,2266.32,No
C-01077,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,40.93,73.28,No
C-01078,Male,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.04,4087.95,No
C-01079,Female,1,No,No,70,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,61.15,4289.26,No
C-01080,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.25,3659.93,No
C-01081,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.25,4526.86,No
C-01082,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,91.14,6383.44,No
C-01083,Male,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.28,1174.17,No
C-01084,Female,1,No,Yes,38,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),51.94,1978.38,No
C-01085,Female,0,Yes,Yes,67,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.07,4961.85,Yes
C-01086,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.38,1098.47,No
C-01087,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),74.1,291.97,No
C-01088,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),73.1,3941.48,No
C-01089,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.0,586.63,No
C-01090,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,74.68,2087.57,Yes
C-01091,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.31,605.99,No
C-01092,Male,1,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,107.15,2684.62,No
C-01093,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.59,2759.95,No
C-01094,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.9,2385.63,Yes
C-01095,Female,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,41.59,1201.11,No
C-01096,Female,0,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,47.51,100.3,No
C-01097,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.32,1309.05,No
C-01098,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.02,380.69,No
C-01099,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.61,4678.29,No
C-01100,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.39,1330.18,No
C-01101,Male,1,No,No,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,44.95,1796.48,Yes
C-01102,Female,0,Yes,No,53,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.29,4620.09,Yes
C-01103,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.63,5616.89,No
C-01104,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.66,557.59,No
C-01105,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.26,309.54,No
C-01106,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.77,2870.65,Yes
C-01107,Male,1,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.32,1728.51,No
C-01108,Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,78.61,699.61,Yes
C-01109,Female,0,No,Yes,12,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.4,686.25,No
C-01110,Male,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),61.07,3776.44,No
C-01111,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,81.41,2771.1,Yes
C-01112,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.06,5050.73,Yes
C-01113,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.09,1497.45,No
C-01114,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.72,557.92,Yes
C-01115,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,74.06,2077.64,No
C-01116,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.1,3316.15,Yes
C-01117,Male,0,No,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),51.3,1484.75,No
C-01118,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),74.19,1488.44,No
C-01119,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.97,286.62,No
C-01120,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.96,72.23,Yes
C-01121,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.3,3241.02,No
C-01122,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.36,2245.73,Yes
C-01123,Male,1,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.38,6452.01,No
C-01124,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,71.73,150.97,Yes
C-01125,Female,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.32,1356.22,No
C-01126,Female,0,No,No,67,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.34,4984.64,No
C-01127,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.1,775.77,No
C-01128,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.0,1828.36,No
C-01129,Female,1,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.11,635.72,Yes
C-01130,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.61,1452.81,No
C-01131,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.37,1533.36,No
C-01132,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.98,657.21,Yes
C-01133,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.22,3650.93,No
C-01134,Male,0,No,Yes,51,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.0,2967.44,No
C-01135,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.82,1404.57,No
C-01136,Male,1,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.02,1552.33,Yes
C-01137,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.15,30.11,No
C-01138,Female,0,Yes,No,30,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.68,2000.33,No
C-01139,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.13,2088.54,No
C-01140,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.18,26.54,Yes
C-01141,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.4,184.5,No
C-01142,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.1,364.81,No
C-01143,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,69.96,2369.12,No
C-01144,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.09,2425.92,No
C-01145,Female,0,No,No,65,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),46.88,3041.43,Yes
C-01146,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,89.24,449.33,Yes
C-01147,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.44,995.48,No
C-01148,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,93.34,832.35,No
C-01149,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,87.13,1733.31,No
C-01150,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.84,730.68,No
C-01151,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,96.89,195.87,No
C-01152,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.12,992.96,No
C-01153,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.05,1659.71,Yes
C-01154,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,47.07,1320.48,Yes
C-01155,Female,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,48.21,2461.11,No
C-01156,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,55.54,2499.04,No
C-01157,Female,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.6,1362.96,No
C-01158,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,106.79,6402.57,Yes
C-01159,Female,0,No,Yes,71,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.5,5139.68,No
C-01160,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),40.86,2863.45,Yes
C-01161,Female,0,No,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),62.08,4278.49,No
C-01162,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.34,342.4,No
C-01163,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,104.04,6447.55,Yes
C-01164,Female,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.74,1367.66,No
C-01165,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.48,54.13,No
C-01166,Female,1,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.54,571.53,No
C-01167,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.94,484.13,No
C-01168,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.9,1105.45,Yes
C-01169,Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.11,414.43,No
C-01170,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),88.2,1416.67,No
C-01171,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.99,4856.38,Yes
C-01172,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),67.97,4274.76,No
C-01173,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.59,847.57,No
C-01174,Male,1,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,63.63,898.78,No
C-01175,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),44.15,1412.12,No
C-01176,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,64.23,3925.43,No
C-01177,Male,0,No,No,46,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.36,2227.91,No
C-01178,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.04,2035.06,Yes
C-01179,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.21,1610.02,No
C-01180,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,65.41,4636.83,No
C-01181,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,102.37,2462.36,No
C-01182,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.33,4396.19,No
C-01183,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.71,735.94,No
C-01184,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.61,1776.94,No
C-01185,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.07,687.69,No
C-01186,Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.11,1861.31,Yes
C-01187,Female,1,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.78,,No
C-01188,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.41,1218.75,No
C-01189,Male,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.33,6165.66,No
C-01190,Female,0,No,Yes,7,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,44.13,315.92,No
C-01191,Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.52,4317.92,No
C-01192,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.28,336.54,Yes
C-01193,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,99.96,3803.51,No
C-01194,Female,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.09,1159.73,No
C-01195,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.24,4371.34,No
C-01196,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.92,1620.81,No
C-01197,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.7,158.88,No
C-01198,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.25,3512.86,No
C-01199,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.8,1810.74,No
C-01200,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.57,1138.34,No
C-01201,Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.72,1213.5,No
C-01202,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),85.44,4949.34,No
C-01203,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,108.0,647.31,No
C-01204,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.54,1953.44,Yes
C-01205,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,77.28,1150.58,Yes
C-01206,Female,1,Yes,No,16,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.07,1581.67,Yes
C-01207,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,623.46,No
